Star-rating,Name,Reviewer Profile Url,Review Title,Text,images,profile icon,Date
3.0 out of 5 stars,Rahulraj T R,https://www.amazon.in/gp/customer-reviews/R1Z0XFFE7Q5IN9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, This product useful only student's,Better to add SSD for good working,"https://m.media-amazon.com/images/I/61sW9IjasuL.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 16 October 2021
5.0 out of 5 stars,Amazon Customer,https://www.amazon.in/gp/customer-reviews/RPJS4A4RN22Z5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Best for students,"It has a good battery life. It is very light. It is bad for gaming, but best for students. It has a nice RAM, Processor and Battery. Overall its a very nice amd smooth laptop",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 20 August 2021
4.0 out of 5 stars,Pankaj Kumar,https://www.amazon.in/gp/customer-reviews/R2ACN48UBVDSUE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Good one. Best config at 40k price range,Good one. Best config at 40k price range,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 11 May 2021
3.0 out of 5 stars,Rahul mehlawat,https://www.amazon.in/gp/customer-reviews/RO8PGR9E92W41/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Display border lose not gum properly,Low quality body cost is high price 35000 ke approx hona chea,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 25 July 2021
4.0 out of 5 stars,Venkatesh,https://www.amazon.in/gp/customer-reviews/R21N19M0BOP3CQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, If you looking for office and regular work purpose this laptop is perfect suitable,Value for money,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 26 June 2021
4.0 out of 5 stars,Pradeep,https://www.amazon.in/gp/customer-reviews/R276QYKIZ74X28/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4," All configuration is good but camera is one of the basic requirement, not great","Camera quality can be improved,",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 26 May 2021
3.0 out of 5 stars,A. KAR,https://www.amazon.in/gp/customer-reviews/R36SF9API7WZ0E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Not so good product,"Not so good product,, screen quality is very bad. And lots of problems.",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/ebdc7e06-ce45-44a4-bacb-6c64c359f026._CR0,0,500,500_SX48_.jpg",Reviewed in India 🇮🇳 on 17 July 2021
4.0 out of 5 stars,Amazon Customer,https://www.amazon.in/gp/customer-reviews/R2S4JYVBX5XL4V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Nice product for this price,Good product,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 25 June 2021
2.0 out of 5 stars,SEEMAB,https://www.amazon.in/gp/customer-reviews/RPAX4J7IAFWC4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, very slow and hang regularly. no support by Hp,I bought it for my office use but its very slow and edge explorer hardly works. I installed chrome and the problem still persist. I think the hardware is not suitable for windows 10 .,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 2 January 2022
3.0 out of 5 stars,MUTHUMANI,https://www.amazon.in/gp/customer-reviews/R3I93F7BKESNFB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Ok,plastic panel quality very poor then always ok but I'm not satisfied,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 24 July 2021
4.0 out of 5 stars,Prasad Shinde,https://www.amazon.in/gp/customer-reviews/RF70CU7DU3JTQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, HP laptop,Good product 👍🏻,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 28 May 2021
1.0 out of 5 stars,Jb,https://www.amazon.in/gp/customer-reviews/R3IIWACIFI1W3J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Motherboard gone with in 6 months,"Laptop stop working with in 6 months as Motherboard gone bad. The reason given behind this issue is due to moisture. In this summer of 45 degrees we got moisture in laptop. I am too tense to think about laptop condition in Monsoon.

New motherboard is of around 10-12k and that too not covered in warranty.

Would highly recommended NO for this laptop and even HP.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 23 May 2022
2.0 out of 5 stars,Muneef P k,https://www.amazon.in/gp/customer-reviews/RC1IY7XYAKJWS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Not satisfied,Lap is overheating even for small uses. I don't know whether its normal or not. Am not satisfied with this product. Not suggesting to anybody to go for this,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 22 January 2022
3.0 out of 5 stars,NISHANK SHUKLA,https://www.amazon.in/gp/customer-reviews/R27C425GBSGNXW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Costly,"Slow while using game, only for basic software use and study",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/4a36cb6d-a09f-4485-b82a-245fe8ad5436._CR62,0,375,375_SX48_.jpg",Reviewed in India 🇮🇳 on 1 August 2021
2.0 out of 5 stars,lalhriatpuia,https://www.amazon.in/gp/customer-reviews/R24B7YG3T0OT0R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Cannot switch from the first day,"It cannot switch on unless the charger is connected, Very disappointing.",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 20 April 2022
5.0 out of 5 stars,Argha Gon,https://www.amazon.in/gp/customer-reviews/R26HZT909ARQT1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4," Fast, slick, not for gaming purpose.","I use it for official purpose. Laptop is very fast for it's ssd card. Of course not for gaming purpose as it has no graphics card. Slik, light weight. I am happy.",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/b7591f54-5b3a-4746-bf9d-ba122788642d._CR0,0,375,375_SX48_.jpg",Reviewed in India 🇮🇳 on 27 July 2021
3.0 out of 5 stars,T. R.,https://www.amazon.in/gp/customer-reviews/R2ZRE5I1DPNR5J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Laptop cover/body plastic is of low grade.,Laptop cover/body plastic is of low grade.,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 25 August 2021
1.0 out of 5 stars,Afaq ahmad,https://www.amazon.in/gp/customer-reviews/R3N2SCAJR7ENQ4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Worst product and worst customer service,Poor product quality and very poor working. i3 processor but seems local material used.very poor customer support.your issues has been not entertained once certain time elapsed. Pls avoid this product,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 15 September 2022
1.0 out of 5 stars,GAURAV,https://www.amazon.in/gp/customer-reviews/R7QLNMI3Z659P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4," ""Pathetic Product from HP""","Guys don't waste your money on this Laptop, some 3rd grade cheap quality plastic is sued to build this LAPTOP, Go for any E14 Series of LENOVO; HP you have completely lost the brand standards; I purchased this Laptop for 42000 /- and it's not even worth for 4200 rupees.. total waste; you will feel embarrassment in front of your peers and friends; Performance is also ok and not much great graphics. Major issues are with build quality totally cheap product... Keypad is totally waste don;t buy",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 25 February 2022
2.0 out of 5 stars,Mandeep,https://www.amazon.in/gp/customer-reviews/R3IEEK16CGBJNO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Too slow.,Too slow it takes about 10 - 15 mins to boot and performance is too bad.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 27 February 2022
2.0 out of 5 stars,karthik,https://www.amazon.in/gp/customer-reviews/R34567OG82TOJ0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Slow performance,"Very slow in booting.
After power on we need to wait for 3-5 minutes otherwise it will hang",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 16 February 2022
3.0 out of 5 stars,Rajesh Chowdary,https://www.amazon.in/gp/customer-reviews/R1CCUR77D4YCVC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, It's waste,Every time it's take time,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 18 August 2021
1.0 out of 5 stars,Royichan domanic,https://www.amazon.in/gp/customer-reviews/R3OE9ZIX6QREGX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, The scrren looks blurred," As I start the lap the screen loiks blurred and reddish, not keeping stable",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 7 November 2022
1.0 out of 5 stars,Amazon Customer,https://www.amazon.in/gp/customer-reviews/RKEA2H2J950UU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Too slow performance,Play Video,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 8 January 2023
2.0 out of 5 stars,Suneetha,https://www.amazon.in/gp/customer-reviews/R4H3CZ9UGXGT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Too slow. Very much disappointed. How to resolve this,Could not make it to submit my thesis . Too slow . Unable to respond immediately due to workload Resolve my problem with this i3 core,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 24 December 2021
5.0 out of 5 stars,amol khilare,https://www.amazon.in/gp/customer-reviews/R29FS0P6PS8DID/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Very nice product …. It’s super fast,It’s starts so fast and gets shutdown also super fast … very easy operating system,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 5 January 2022
1.0 out of 5 stars,ankita,https://www.amazon.in/gp/customer-reviews/R3FT6J1KIXCFL0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Old laptop,its old laptop whose warranty and everything got expired alread. very troublesome process. never gonna buy again from here and never will suggest anyone.,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 12 September 2022
3.0 out of 5 stars,Ashok Mishra,https://www.amazon.in/gp/customer-reviews/RXOG5SM86A9PZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4," My """"speaker off button led """" is not glowing",Slightly worried,"https://m.media-amazon.com/images/I/91HtCx+uaDL.88.jpg  
","https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 1 August 2021
5.0 out of 5 stars,Ashish Kumar,https://www.amazon.in/gp/customer-reviews/R11O6795ODE69M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Amazing and super fast,"Absolutely amazing product of HP..
Laptop configuration took less than 30mins to complete and very fast processing. Enjoying it. Very good for all coders 😊",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 3 August 2021
5.0 out of 5 stars,VIKRAM KHAN,https://www.amazon.in/gp/customer-reviews/R2NVEMAPUZXFQ2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Nice,Nice product,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 26 March 2022
1.0 out of 5 stars,Milind Yeole,https://www.amazon.in/gp/customer-reviews/R26N8B4NKCYGHZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Warranty Issues: I strongly recommend not to buy any electronic stuff from Amazon.,"As per data shown at the time of purchase warranty should have been 1 year but in actual when I received it, 5 months warranty was pending. I called Amazon customer care but concern asked me to talk to HP. But the one who sold it (Amazon) did not bother to check what product is getting deliver is really disappointing. I will close down my Amazon Business Account","https://m.media-amazon.com/images/I/71+EqhM0RnL.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 31 January 2022
5.0 out of 5 stars,Zampa,https://www.amazon.in/gp/customer-reviews/R1FOJ84UZ0S7VD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Pretty good for the price,"The specs are great. SSD, big RAM. Works good overall. 9/10.
The viewing angles aren't great though. You would not want more than one person watching a movie on this screen.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 16 August 2021
1.0 out of 5 stars,Vishal,https://www.amazon.in/gp/customer-reviews/RFVAZVAAMFQQG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Not worth the price,"I ordered it during sale at 41K . Unfortunately could not returned it during return window.

Its not at all worth the price. It's terribly slow. Don't go by the configuration.

I am a Dell and Apple fan, bought HP first time. My 7 year old Dell laptop has much more faster performance and good built. It was bought at same range 40K

Only good things about this one are loud & clear sound quality and its light weight.
All other things bad.

Would not recommend it.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 9 July 2021
5.0 out of 5 stars,Ishan,https://www.amazon.in/gp/customer-reviews/R2259MMAZAPC5A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Nice product,"Very good processing speed, battery life is also very good overall very good laptop, must buy it. Gaming not tested yet.",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 30 August 2021
5.0 out of 5 stars,Vishwas Agnihotri,https://www.amazon.in/gp/customer-reviews/R3RC141ZCPD1PD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Good laptop,"Very good laptop, nice battery life, fast in responding. It is mostly use for inline classes and some general purpose.",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 19 September 2021
5.0 out of 5 stars,Ram Prakash Mishra,https://www.amazon.in/gp/customer-reviews/R18ENGG8M5KL7G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Nice product,Am using this product from two weeks it’s nice,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 31 December 2021
5.0 out of 5 stars,ARUN PAUL,https://www.amazon.in/gp/customer-reviews/R1UPTWCHJFBJZP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Budget Laptop,"Play Video
 Pros- good battery, speed and looks
Cons- no visio, no project and outlook in office forstudents. 10th gen processor and display is just fine no hd etc.","https://images-na.ssl-images-amazon.com/images/I/C1otDskGXmS.88.jpg  
https://images-na.ssl-images-amazon.com/images/I/D1v+4mdXivS.88.jpg  
","https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/95708ba3-20f3-4da8-b4c9-ceb30f127f1b._CR0,0,500,500_SX48_.jpg",Reviewed in India 🇮🇳 on 13 July 2021
5.0 out of 5 stars,Abhisek Bose,https://www.amazon.in/gp/customer-reviews/R3D4RIYGPPGU5Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Very Good product in Budget,"User since last 1and half month, very good experience and very good product in budget. Best for the students",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 16 September 2021
5.0 out of 5 stars,Anurag,https://www.amazon.in/gp/customer-reviews/R1EX0MYIE3VKVO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Value for money,"Display 9/10
Battery 9/10
Performance 8/10
Charging speed 2.5hrs max
Trackpad response 6/10
Keyboard usability 9/10
Camera,microphone 8/10
Value for money 9/10",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 6 July 2021
1.0 out of 5 stars,Amazon Customer,https://www.amazon.in/gp/customer-reviews/R15LEULQANKP50/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Do not buy ..2 times auto repair …now today also after 1 year 3 rd time doing it..total waste,"Worst laptop..do not waste your money.Lenovo or dell much better…
Totally frustrated.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 14 September 2022
1.0 out of 5 stars,Sudip Sahoo,https://www.amazon.in/gp/customer-reviews/R2CSZ5ZLF3T3O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4," Reseller piece, old stock","This is a reseller laptop, warranty already expired. It takes very long time to start.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 4 September 2022
1.0 out of 5 stars,Lokesh,https://www.amazon.in/gp/customer-reviews/R2KIIK21Z4QUKK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, material condition is bad,"product condition not , charging issue is there","https://m.media-amazon.com/images/I/61s4K2D-jbL.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 30 September 2022
5.0 out of 5 stars,sagar zope,https://www.amazon.in/gp/customer-reviews/R2F1VWOJ5PX18R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, 1 CLASS......VERY GOOD MODEL,"best performance...
very good speed (8 gb ram sufficient)
256 gb ssd in special C drive...good
very good model & thin model...",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 31 May 2021
2.0 out of 5 stars,Greeshma,https://www.amazon.in/gp/customer-reviews/R3PH4ZRDTDGYNK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Very slow,Laptop startup time is around 45sec. Very slow in processing application. I should have returned and definitely 40k worth,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 20 November 2021
5.0 out of 5 stars,Babs,https://www.amazon.in/gp/customer-reviews/R3NQIE0L1WC5TW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Good one,"So far good to use, the camera and speakers are very good for online classes.",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/f02ddf91-98f0-49ed-b63e-38090da7f09c._CR0,57.0,911,911_SX48_.jpg",Reviewed in India 🇮🇳 on 13 September 2021
5.0 out of 5 stars,Mididoddi prabhudas,https://www.amazon.in/gp/customer-reviews/RRM64U2JXAUZ7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, No Keyboard lights..please add keyboad lights .But laptop was a very good roduct,No keyboard lights ....But is good,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/3f328806-0c0e-4c98-86f7-aed647d40de9._CR0,41.0,250,250_SX48_.jpg",Reviewed in India 🇮🇳 on 23 December 2021
5.0 out of 5 stars,nachim laskar,https://www.amazon.in/gp/customer-reviews/R3S3Y9Q72VWU8U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Good service 👍🏻,Good,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 8 February 2022
1.0 out of 5 stars,soundar,https://www.amazon.in/gp/customer-reviews/RTHTHK3OS8OKU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, It's a defective product. Fradulent sellers selling used prodcts as a defective one,"One of the worst ever product I received from Amazon.
First this is not a brand new product deivered to me.
It a refurbished/used procut by someone
Product seems entirely defective.
Battery not even lasting for 60 minute after full charge
Its not getting power on. After pressing power button for 2- 3 minutes it's getting occassionaly powered on.

Guys please don buy any product from this seller.",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 30 July 2021
5.0 out of 5 stars,Nikhil,https://www.amazon.in/gp/customer-reviews/R3IPS8SHDN5JPC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Good for ideal purpose,Work fine speed boot time less than 5 sec...I was expecting backlit keyboard and Intel uhd graphics it is little bit disappointed.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 11 May 2021
5.0 out of 5 stars,rajesh,https://www.amazon.in/gp/customer-reviews/RL8QNL8WH2EW2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Very good product,All is very good just I want to say HP to make lid more robust..,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 29 August 2021
5.0 out of 5 stars,VISHAL SHARMA,https://www.amazon.in/gp/customer-reviews/R1BMU3VIH0ARL3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Amazing Purchase,I was getting better discount and some goodies If bought from Nehru Place - Delhi.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 19 August 2021
5.0 out of 5 stars,Amazon Customer,https://www.amazon.in/gp/customer-reviews/R2U7TWWVRUCGLZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Ecellent,"Using this from last 1 month, haven't faced any issue yet, quite fast processor",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 3 September 2021
1.0 out of 5 stars,kanaga,https://www.amazon.in/gp/customer-reviews/RYPHS18QCAP8N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Bad,"I bought this laptop in June 2021. I'm writing this review on 3rd September. Within 3 months of period, it is giving me so many problems. First, the screen freezes in the middle of the session, the cursor is not at all moving. I have to restart the system, again and again, to make it work. It also gives a weird sound and stopped working.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 3 September 2021
5.0 out of 5 stars,Rahul Kalra,https://www.amazon.in/gp/customer-reviews/R2ELRFYWEW3KFK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4," Good processing speed, Nice keyboard and user friendly features of windows","Good processing speed, Nice keyboard and user friendly windows software. Good battery life!!","https://m.media-amazon.com/images/I/C1JAUT4AEgS.88.jpg  
","https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 16 September 2021
5.0 out of 5 stars,dilesh,https://www.amazon.in/gp/customer-reviews/R14A2T9GY9O9C9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, worst hp laptop,"It was a very bad experience with hp laptp.
all authorise service center are close.","https://m.media-amazon.com/images/I/51514vdKL7L.88.jpg  
https://m.media-amazon.com/images/I/51heYtlMM5L.88.jpg  
","https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/58a3f60b-199d-478e-bd8b-945bc954265a._CR0,0,500,500_SX48_.jpg",Reviewed in India 🇮🇳 on 10 August 2021
5.0 out of 5 stars,MANU Shaji,https://www.amazon.in/gp/customer-reviews/R3VIR9CJLAZHJI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Value for money,"Crisp display, excellent battery life. Recommended for semi professional jobs and students",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 18 September 2021
1.0 out of 5 stars,Nitin Sharma,https://www.amazon.in/gp/customer-reviews/R2EXN7YOV6VPJ1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4," Toy Laptop for Kindergarten, not fit for Professional Work","Poor quality build with most key not working since arrival. Plastic,sticky touchpad with poor movement.
Software issues since Day 1 and keeps freezing even on simple word documents and no heavy apps loading Cache.

Using laptops in 20 year Corporate Journey and worst Laptop/asset ever used. Seller is also not professional enough to support.",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 21 January 2022
5.0 out of 5 stars,gangesh,https://www.amazon.in/gp/customer-reviews/R3U3H71LALPTW6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Amazing laptop,Very good laptop. Sound quality is good. 1TB strorage. Value for money,"https://m.media-amazon.com/images/I/C10LVkvXqHS.88.jpg  
","https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 13 September 2021
1.0 out of 5 stars,Amit Kumar,https://www.amazon.in/gp/customer-reviews/R1UOD9I9OFR9UM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Please dont buy. Very bad Laptop,"Please don't buy.
I have used for 5 days.
Laptop hangs many times, I tried to do some basic programming that also hang.
Now not starting even though charging is full.
Company cheating with customers...",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 11 June 2022
